"participant","expName","session","subsession","timestamp","event","event_block","event_trial","event_click","mx","my","gx","gy","cx","cy","left","right","dist","isSuccess","width"
"335","gRT-dotprobe-2",0,"a",956255.0699999993,"isCalibrating",1,2,9,715,674,570,675,720,675,"50%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",956384.0249999994,"isCalibrating",1,2,10,715,674,612,962,720,675,"50%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",956519.1049999994,"isCalibrating",1,2,11,715,674,348,828,720,675,"50%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",956652.5949999995,"isCalibrating",1,2,12,715,674,575,505,720,675,"50%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",956921.7549999994,"isCalibrating",1,2,13,715,674,384,663,720,675,"50%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",957061.5350000007,"isCalibrating",1,2,14,715,674,612,650,720,675,"50%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",957195.165000001,"isCalibrating",1,2,15,715,674,757,703,720,675,"50%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",957326.3349999979,"isCalibrating",1,2,16,715,674,739,816,720,675,"50%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",957491.8149999976,"isCalibrating",1,2,17,715,674,700,650,720,675,"50%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",957619.7350000002,"isCalibrating",1,2,18,715,674,652,592,720,675,"50%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",957761.9999999988,"isCalibrating",1,2,19,715,674,480,742,720,675,"50%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",959377.0149999983,"isCalibrating",1,3,0,716,238,691,366,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",959481.4799999986,"isCalibrating",1,3,1,716,238,754,343,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",959761.3849999979,"isCalibrating",1,3,2,716,238,738,347,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",959940.5550000011,"isCalibrating",1,3,3,716,238,674,280,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",960010.1399999985,"isCalibrating",1,3,4,716,238,628,244,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",960150.6950000003,"isCalibrating",1,3,5,716,238,591,299,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",960290.8649999991,"isCalibrating",1,3,6,716,238,775,267,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",960633.0549999984,"isCalibrating",1,3,7,716,238,721,305,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",960788.4300000005,"isCalibrating",1,3,8,716,238,717,304,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",960924.2349999986,"isCalibrating",1,3,9,716,238,697,192,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",961063.0149999997,"isCalibrating",1,3,10,716,238,563,444,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",961173.7749999993,"isCalibrating",1,3,11,716,238,642,822,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",961326.7749999977,"isCalibrating",1,3,12,716,238,682,317,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",961460.9999999993,"isCalibrating",1,3,13,716,238,689,175,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",961740.3300000005,"isCalibrating",1,3,14,716,238,685,154,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",961982.1400000001,"isCalibrating",1,3,15,716,238,660,305,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",962123.5950000009,"isCalibrating",1,3,16,716,238,680,235,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",962301.0250000006,"isCalibrating",1,3,17,716,238,679,284,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",962475.9049999993,"isCalibrating",1,3,18,716,238,637,224,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",962650.3100000009,"isCalibrating",1,3,19,716,238,684,239,720,225,"50%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",964269.765000001,"isCalibrating",1,4,0,723,444,722,430,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",964422.4250000006,"isCalibrating",1,4,1,723,444,633,365,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",964567.9500000005,"isCalibrating",1,4,2,723,444,635,321,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",964683.3799999986,"isCalibrating",1,4,3,723,444,709,372,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",964828.4800000001,"isCalibrating",1,4,4,723,444,611,509,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",965049.2349999986,"isCalibrating",1,4,5,723,444,649,226,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",965196.0199999994,"isCalibrating",1,4,6,723,444,692,358,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",965303.2749999984,"isCalibrating",1,4,7,723,444,836,440,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",965446.8649999981,"isCalibrating",1,4,8,723,444,842,453,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",965590.8249999993,"isCalibrating",1,4,9,723,444,830,383,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",965732.5049999999,"isCalibrating",1,4,10,723,444,773,449,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",965844.2399999986,"isCalibrating",1,4,11,723,444,839,385,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",965992.6049999995,"isCalibrating",1,4,12,723,444,695,150,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",966099.1049999975,"isCalibrating",1,4,13,723,444,742,468,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",966227.6299999976,"isCalibrating",1,4,14,723,444,731,489,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",966469.9699999983,"isCalibrating",1,4,15,723,444,686,363,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",966617.6349999987,"isCalibrating",1,4,16,723,444,716,427,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",966763.0449999997,"isCalibrating",1,4,17,723,444,773,405,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",966876.9199999988,"isCalibrating",1,4,18,723,444,902,372,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",967030.9649999981,"isCalibrating",1,4,19,723,444,615,212,720,450,"50%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",968604.4049999982,"isCalibrating",1,5,0,349,667,336,560,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",968738.1999999997,"isCalibrating",1,5,1,349,667,279,625,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",968892.8049999995,"isCalibrating",1,5,2,349,667,225,631,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",969160.7550000008,"isCalibrating",1,5,3,349,667,387,574,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",969456.6099999974,"isCalibrating",1,5,4,349,667,442,692,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",969568.3849999986,"isCalibrating",1,5,5,349,667,404,668,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",969717.485000001,"isCalibrating",1,5,6,349,667,445,502,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",969860.564999999,"isCalibrating",1,5,7,349,667,430,621,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",969983.2900000002,"isCalibrating",1,5,8,349,667,374,488,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",970101.5549999975,"isCalibrating",1,5,9,349,667,414,550,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",970218.5250000003,"isCalibrating",1,5,10,349,667,390,627,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",970370.7799999975,"isCalibrating",1,5,11,349,667,258,780,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",970489.63,"isCalibrating",1,5,12,349,667,425,701,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",970605.7049999981,"isCalibrating",1,5,13,349,667,361,495,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",970753.3949999998,"isCalibrating",1,5,14,349,667,407,769,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",970871.1049999984,"isCalibrating",1,5,15,349,667,343,752,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",971030.6649999984,"isCalibrating",1,5,16,349,667,422,693,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",971146.3349999976,"isCalibrating",1,5,17,349,667,335,724,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",971265.2500000003,"isCalibrating",1,5,18,349,667,356,659,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",971418.3200000006,"isCalibrating",1,5,19,349,667,446,639,360,675,"25%","75%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",972598.4649999992,"isCalibrating",1,6,0,358,455,424,341,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",972712.8349999984,"isCalibrating",1,6,1,358,455,376,545,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",972868.2349999981,"isCalibrating",1,6,2,358,455,402,497,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",972985.1699999999,"isCalibrating",1,6,3,358,455,385,458,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",973102.9999999992,"isCalibrating",1,6,4,358,455,435,476,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",973198.8899999997,"isCalibrating",1,6,5,358,455,496,458,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",973359.6550000003,"isCalibrating",1,6,6,358,455,278,488,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",973509.4349999999,"isCalibrating",1,6,7,358,455,370,415,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",973667.4549999989,"isCalibrating",1,6,8,358,455,349,503,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",973882.2,"isCalibrating",1,6,9,358,455,441,420,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",974033.7599999984,"isCalibrating",1,6,10,358,455,475,475,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",974152.8550000002,"isCalibrating",1,6,11,358,455,248,577,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",974421.159999998,"isCalibrating",1,6,12,358,455,341,501,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",974586.4199999997,"isCalibrating",1,6,13,358,455,300,563,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",974746.2599999999,"isCalibrating",1,6,14,358,455,276,490,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",974867.9200000006,"isCalibrating",1,6,15,358,455,368,491,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",975064.1399999986,"isCalibrating",1,6,16,358,455,387,436,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",975190.2149999987,"isCalibrating",1,6,17,358,455,410,420,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",975348.2550000008,"isCalibrating",1,6,18,358,455,349,600,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",975464.609999999,"isCalibrating",1,6,19,358,455,399,429,360,450,"25%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",976682.635000001,"isCalibrating",1,7,0,363,219,501,247,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",976803.0199999993,"isCalibrating",1,7,1,363,219,329,368,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",976963.2549999987,"isCalibrating",1,7,2,363,219,394,299,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",977209.3299999979,"isCalibrating",1,7,3,363,219,492,217,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",977329.3400000002,"isCalibrating",1,7,4,363,219,328,194,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",977526.6249999986,"isCalibrating",1,7,5,363,219,416,309,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",977683.7049999995,"isCalibrating",1,7,6,363,219,398,96,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",977843.9399999988,"isCalibrating",1,7,7,363,219,359,245,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",977988.5350000004,"isCalibrating",1,7,8,363,219,420,236,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",978187.4299999981,"isCalibrating",1,7,9,363,219,227,341,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",978346.4500000009,"isCalibrating",1,7,10,363,219,483,206,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",978542.6349999979,"isCalibrating",1,7,11,363,219,507,207,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",978740.9449999977,"isCalibrating",1,7,12,363,219,302,314,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",978908.449999999,"isCalibrating",1,7,13,363,219,445,400,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",979069.349999998,"isCalibrating",1,7,14,363,219,291,59,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",979232.680000001,"isCalibrating",1,7,15,363,219,178,187,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",979359.0149999982,"isCalibrating",1,7,16,363,219,379,295,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",979450.5900000003,"isCalibrating",1,7,17,363,219,318,248,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",979609.6849999995,"isCalibrating",1,7,18,363,219,353,237,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",979690.5750000005,"isCalibrating",1,7,19,363,219,408,366,360,225,"25%","25%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",981065.3099999982,"isCalibrating",1,8,0,1077,431,1043,452,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",981188.0649999984,"isCalibrating",1,8,1,1077,431,909,419,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",981274.5399999985,"isCalibrating",1,8,2,1077,431,1150,370,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",981402.9200000004,"isCalibrating",1,8,3,1077,431,1112,515,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",981536.1449999982,"isCalibrating",1,8,4,1077,431,1050,431,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",981673.3099999983,"isCalibrating",1,8,5,1077,431,1050,470,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",981768.4200000004,"isCalibrating",1,8,6,1077,431,1027,463,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",981856.2549999987,"isCalibrating",1,8,7,1077,431,1088,449,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",982084.7499999981,"isCalibrating",1,8,8,1077,431,1032,509,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",982172.4049999975,"isCalibrating",1,8,9,1077,431,1118,421,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",982298.7949999988,"isCalibrating",1,8,10,1077,431,1203,421,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",982424.6649999986,"isCalibrating",1,8,11,1077,431,1220,381,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",982550.4999999976,"isCalibrating",1,8,12,1077,431,1049,501,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",982676.7149999978,"isCalibrating",1,8,13,1077,431,1133,372,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",982867.8399999989,"isCalibrating",1,8,14,1077,431,643,514,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",982956.4900000005,"isCalibrating",1,8,15,1077,431,705,459,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",983080.6549999979,"isCalibrating",1,8,16,1077,431,1071,462,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",983329.139999998,"isCalibrating",1,8,17,1077,431,1220,431,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",983616.7749999986,"isCalibrating",1,8,18,1077,431,1146,555,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",983710.83,"isCalibrating",1,8,19,1077,431,1097,484,1080,450,"75%","50%","nan","nan",142
"335","gRT-dotprobe-2",0,"a",0,"isValidating",1,0,"nan","nan","nan",394,-323,720,225,"50%","25%",637.6362599476288,false,142
"335","gRT-dotprobe-2",0,"a",541123.6899999967,"isValidating",1,1,"nan","nan","nan",528,-141,360,225,"25%","25%",402.715780669196,false,142
"335","gRT-dotprobe-2",0,"a",41.74000000057276,"isValidating",1,1,"nan","nan","nan",527,-35,360,225,"25%","25%",309.01294471267704,false,142
"335","gRT-dotprobe-2",0,"a",92.96000000182539,"isValidating",1,1,"nan","nan","nan",450,-108,360,225,"25%","25%",344.9478221412624,false,142
"335","gRT-dotprobe-2",0,"a",132.7000000019325,"isValidating",1,1,"nan","nan","nan",522,-142,360,225,"25%","25%",401.1645547652484,false,142
"335","gRT-dotprobe-2",0,"a",172.7150000006659,"isValidating",1,1,"nan","nan","nan",481,-28,360,225,"25%","25%",280.4460732476032,false,142
"335","gRT-dotprobe-2",0,"a",216.05500000074971,"isValidating",1,1,"nan","nan","nan",461,-42,360,225,"25%","25%",285.4645336990219,false,142
"335","gRT-dotprobe-2",0,"a",254.59000000043306,"isValidating",1,1,"nan","nan","nan",477,-59,360,225,"25%","25%",307.15631199765375,false,142
"335","gRT-dotprobe-2",0,"a",292.5200000026962,"isValidating",1,1,"nan","nan","nan",482,-119,360,225,"25%","25%",364.99315062066574,false,142
"335","gRT-dotprobe-2",0,"a",331.04500000260305,"isValidating",1,1,"nan","nan","nan",520,-126,360,225,"25%","25%",385.7473266271589,false,142
"335","gRT-dotprobe-2",0,"a",368.0899999999674,"isValidating",1,1,"nan","nan","nan",558,-117,360,225,"25%","25%",395.18097120180266,false,142
"335","gRT-dotprobe-2",0,"a",406.45000000228174,"isValidating",1,1,"nan","nan","nan",552,-101,360,225,"25%","25%",378.33847279915904,false,142
"335","gRT-dotprobe-2",0,"a",443.19000000180677,"isValidating",1,1,"nan","nan","nan",563,-73,360,225,"25%","25%",360.5731548521049,false,142
"335","gRT-dotprobe-2",0,"a",480.60000000265427,"isValidating",1,1,"nan","nan","nan",600,-69,360,225,"25%","25%",379.5207504208433,false,142
"335","gRT-dotprobe-2",0,"a",517.2850000017788,"isValidating",1,1,"nan","nan","nan",651,-19,360,225,"25%","25%",379.75913418902775,false,142
"335","gRT-dotprobe-2",0,"a",555.9000000030501,"isValidating",1,1,"nan","nan","nan",587,-177,360,225,"25%","25%",461.6632972199545,false,142
"335","gRT-dotprobe-2",0,"a",593.8900000001304,"isValidating",1,1,"nan","nan","nan",445,35,360,225,"25%","25%",208.1465829649865,false,142
